Level,Semester,GPA,Program,English in specialty,Human rights and the fight against corruption,Fundamentals of management,Calculus,Electronics,Fundamentals of computer science,Optical physics,Scientific and technical report writing,Discrete structures,Linear algebra,Probability and statistics,Programming,E-learning,Mutimedia,Advanced programming,Data structures,Logic design,Data communication,System analysis and design,Signals and systems,Operating systems,Software engineering,Computer network,Database system,Modeling and simulation,File organization and processing,Creative thinking,Computer graphics,Artificial intelligence,Information and computer networks security,Computer architecture and organization,Internet technology,Algorithms,Computer architecture,Advanced database systems,Advanced analysis and design of information systems,Concepts of porgramming languages,Genetic algorithms,Pattern recognition,Digital signals processing,Numerical methods,Advanced software engineering,Communication technology,Wireless and mobile networks,Data storage and retrieval,Advanced analysis and design of information systems,Data warehousing,Geographic information systems,Internet applications,Image processing,Advanced multimedia,Parallel processing,Project-1,Computer vision,Machine learning,Advanced computers networks,Selected Topics in information technology,Database design,Management information systems,Data mining,Selected topics in information systems,Neural networks,Knowledge based systems,Project-2,Compilers,Natural language processing,Embedded systems,Virtual reality,Distributed database,Quality assurance of information systems and programming,Output
3,2,3.48,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,97,95,93,92,,99,86,,94,87,,98,83,,,,,75,,,,93,98,98,89,93,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.54,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,97,95,93,92,,99,86,,94,87,,98,83,,,,,75,,,,93,98,98,89,93,,100,,96,,,,,96,89,95,97,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.12,general,76,73,74,89,66,78,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.12,general,76,73,74,89,66,78,42,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,1.99,general,76,73,74,89,66,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.28,is,76,73,74,89,66,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,80,77,81,95,88,74,65,83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.39,is,76,73,74,89,66,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,80,77,81,95,88,74,65,83,75,,70,78,,77,80,,91,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.51,is,76,73,74,89,66,78,93,pc,pc,pc,pc,pc,pc,pc,66,62,77,60,80,77,81,95,88,74,65,83,75,,70,78,,77,80,,91,67,,,,,69,,,,86,79,86,65,86,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.58,is,76,73,74,89,66,78,93,pc,pc,pc,pc,pc,pc,pc,66,62,77,60,80,77,81,95,88,74,65,83,75,,70,78,,77,80,,91,67,,,,,69,,,,86,79,86,65,86,,86,,96,,,,,79,79,75,87,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.12,general,76,73,74,89,65,78,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.12,general,76,73,74,89,65,78,42,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,1.99,general,76,73,74,89,65,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,81,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.28,is,76,73,74,89,65,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,81,77,81,95,88,74,65,82,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.39,is,76,73,74,89,65,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,81,77,81,95,88,74,65,82,75,,70,78,,77,80,,91,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.51,is,76,73,74,89,65,78,93,pc,pc,pc,pc,pc,pc,pc,66,62,77,60,81,77,81,95,88,74,65,82,75,,70,78,,77,80,,91,67,,,,,69,,,,86,79,86,65,86,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.58,is,76,73,74,89,65,78,93,pc,pc,pc,pc,pc,pc,pc,66,62,77,60,81,77,81,95,88,74,65,82,75,,70,78,,77,80,,91,67,,,,,69,,,,86,79,86,65,86,,86,,96,,,,,79,79,75,87,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.09,general,88,78,69,94,91,90,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.09,general,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.18,general,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.44,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,96,95,93,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.64,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,96,95,93,92,,99,86,,94,87,,98,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,3.48,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,96,95,93,92,,99,86,,94,87,,98,84,,,,,75,,,,93,98,98,89,94,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.54,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,96,95,93,92,,99,86,,94,87,,98,84,,,,,75,,,,93,98,98,89,94,,100,,96,,,,,96,89,95,97,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.38,general,63,72,69,71,58,68,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.66,general,63,72,69,71,76,68,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,1.69,general,63,72,69,71,76,68,71,pc,pc,pc,pc,pc,pc,pc,58,83,68,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering','Computer network','Modeling and simulation','File organization and processing']"
2,2,2.14,is,63,72,69,71,76,68,71,pc,pc,pc,pc,pc,pc,pc,58,83,68,69,,,76,96,85,,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.18,is,63,72,69,71,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,61,,76,96,85,73,90,87,73,,80,74,,69,69,,67,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.24,is,63,72,69,71,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,61,74,76,96,85,73,90,87,73,,80,74,,69,69,,67,75,,,,,75,,,,74,78,77,74,73,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.36,is,63,72,69,71,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,61,74,76,96,85,73,90,87,73,,80,74,,69,69,,67,75,,,,,75,,,,74,78,77,74,73,,74,,92,,,,,67,92,85,78,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.38,general,63,72,69,70,58,68,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.66,general,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,1.69,general,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,58,83,68,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering','Computer network','Modeling and simulation','File organization and processing']"
2,2,2.14,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,58,83,68,69,,,76,96,85,,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.18,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,60,,76,96,85,73,90,87,73,,81,74,,69,68,,66,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.24,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,60,74,76,96,85,73,90,87,73,,81,74,,69,68,,66,75,,,,,75,,,,74,78,77,74,73,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.36,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,60,74,76,96,85,73,90,87,73,,81,74,,69,68,,66,75,,,,,75,,,,74,78,77,74,73,,74,,92,,,,,67,92,85,78,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.38,general,63,72,69,70,58,67,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.66,general,63,72,69,70,76,67,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,1.69,general,63,72,69,70,76,67,71,pc,pc,pc,pc,pc,pc,pc,58,82,68,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering','Computer network','Modeling and simulation','File organization and processing']"
2,2,2.14,is,63,72,69,70,76,67,71,pc,pc,pc,pc,pc,pc,pc,58,82,68,69,,,76,96,85,,91,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.18,is,63,72,69,70,76,67,71,pc,pc,pc,pc,pc,pc,pc,72,82,68,69,60,,76,96,85,72,91,87,73,,80,73,,69,69,,66,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.24,is,63,72,69,70,76,67,71,pc,pc,pc,pc,pc,pc,pc,72,82,68,69,60,74,76,96,85,72,91,87,73,,80,73,,69,69,,66,76,,,,,75,,,,74,78,77,74,73,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.36,is,63,72,69,70,76,67,71,pc,pc,pc,pc,pc,pc,pc,72,82,68,69,60,74,76,96,85,72,91,87,73,,80,73,,69,69,,66,76,,,,,75,,,,74,78,77,74,73,,74,,92,,,,,67,92,85,78,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.82,general,70,60,73,79,63,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.89,general,70,60,73,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,2.07,general,70,60,73,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.39,is,70,60,73,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,75,75,,87,89,83,76,78,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.42,is,70,60,73,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,75,75,,87,89,83,76,78,79,76,,79,63,,72,79,,75,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.54,is,70,60,73,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,75,75,,87,89,83,76,78,79,76,,79,63,,72,79,,75,84,,,,,80,,,,78,86,76,76,83,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.63,is,70,60,73,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,75,75,,87,89,83,76,78,79,76,,79,63,,72,79,,75,84,,,,,80,,,,78,86,76,76,83,,80,,96,,,,,72,78,82,90,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.82,general,70,60,74,79,63,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.89,general,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,2.07,general,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.39,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.42,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,79,64,,73,79,,76,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.54,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,79,64,,73,79,,76,84,,,,,80,,,,78,85,76,76,84,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.63,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,79,64,,73,79,,76,84,,,,,80,,,,78,85,76,76,84,,80,,96,,,,,72,78,81,90,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.82,general,70,60,74,79,63,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.89,general,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,2.07,general,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.39,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,76,75,,87,89,83,75,79,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.42,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,71,70,76,75,,87,89,83,75,79,79,76,,79,63,,72,79,,75,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
